public_identifier;num_accomplishment_courses;name;number
julianna-jones-7b415747;1;;-
julianna-jones-7b415747;2;;-
diego-benitez-17a248139;1;;-
diego-benitez-17a248139;2;;-
diego-benitez-17a248139;3;;-
diego-benitez-17a248139;4;;-
diego-benitez-17a248139;5;;-
diego-benitez-17a248139;6;;-
diego-benitez-17a248139;7;;-
diego-benitez-17a248139;8;;2
diego-benitez-17a248139;9;02;1
diego-benitez-17a248139;10;;-
diego-benitez-17a248139;11;;-
diego-benitez-17a248139;12;;-
diego-benitez-17a248139;13;;-
diego-benitez-17a248139;14;;-
diego-benitez-17a248139;15;;-
diego-benitez-17a248139;16;;-
diego-benitez-17a248139;17;;-
diego-benitez-17a248139;18;;-
diego-benitez-17a248139;19;;-
diego-benitez-17a248139;20;;-
diego-benitez-17a248139;21;;-
shannon-skov-rackette-7085a780;1;;-
shannon-skov-rackette-7085a780;2;;-
shannon-skov-rackette-7085a780;3;04-01;-
shannon-skov-rackette-7085a780;4;;-
shannon-skov-rackette-7085a780;5;;-
shannon-skov-rackette-7085a780;6;;-
shannon-skov-rackette-7085a780;7;;-
shannon-skov-rackette-7085a780;8;;-
shannon-skov-rackette-7085a780;9;;-
shannon-skov-rackette-7085a780;10;;-
shannon-skov-rackette-7085a780;11;;-
shannon-skov-rackette-7085a780;12;;-
shannon-skov-rackette-7085a780;13;;-
shannon-skov-rackette-7085a780;14;;-
shannon-skov-rackette-7085a780;15;;-
laura-rogers-56072842;1;2011;-
laura-rogers-56072842;2;2009;-
laura-rogers-56072842;3;2010;-
laura-rogers-56072842;4;2009;-
laura-rogers-56072842;5;2008;-
rana-fahim-6371511a1;1;;BIOL3201
rana-fahim-6371511a1;2;;BIOC3104
rana-fahim-6371511a1;3;;BIOL3301
rana-fahim-6371511a1;4;;BIOC 4200
rana-fahim-6371511a1;5;;BIOC 4004
jinyi-han-229054103;1;;BIO255H1
jinyi-han-229054103;2;;NSF284H1
jinyi-han-229054103;3;;BCH210H1
jinyi-han-229054103;4;;CSB352H1
jinyi-han-229054103;5;;EEB382H1
jinyi-han-229054103;6;;CSB349H1
jinyi-han-229054103;7;;HMB265H1
jinyi-han-229054103;8;;IVP210H1
jinyi-han-229054103;9;;PSL300H1
jinyi-han-229054103;10;;HMB204H1
jinyi-han-229054103;11;;MYG277H1
jinyi-han-229054103;12;;CSB351H1
jinyi-han-229054103;13;;EEB318H1
jinyi-han-229054103;14;;CSB330H1
mel-warring-8454b144;1;;-
mel-warring-8454b144;2;;-
mel-warring-8454b144;3;;-
mel-warring-8454b144;4;;-
mel-warring-8454b144;5;;-
mel-warring-8454b144;6;;-
nicolas-dumouchel-lamoureux;1;00-00-00-09-00-09-2009-2010-2019;-
denise-muise-762b8037;1;;-
joel-stephane-pangop-968160107;1;;-
joel-stephane-pangop-968160107;2;00-09-2012-2013-2013-23-00-03-2008;-
joel-stephane-pangop-968160107;3;;Selenium Tool
joel-stephane-pangop-968160107;4;00-09;-
joel-stephane-pangop-968160107;5;00-08;-
joel-stephane-pangop-968160107;6;2008-2012-07;-
joel-stephane-pangop-968160107;7;;-
joel-stephane-pangop-968160107;8;;-
joel-stephane-pangop-968160107;9;00-09-00-09;-
joel-stephane-pangop-968160107;10;;-
nataliepepin;1;;32983
nataliepepin;2;;-
nataliepepin;3;;-
nataliepepin;4;;23515
nataliepepin;5;;-
nataliepepin;6;;-
nataliepepin;7;;23844
nataliepepin;8;;32754
nataliepepin;9;;12421
nataliepepin;10;;-
nataliepepin;11;;-
nataliepepin;12;;-
nataliepepin;13;;23530
nataliepepin;14;;23797
peter-gingras-46580a51;1;;ICP1153
peter-gingras-46580a51;2;;ICP1154
peter-gingras-46580a51;3;;ICP1155
peter-gingras-46580a51;4;;ICP1151
peter-gingras-46580a51;5;;ICP1152
peter-gingras-46580a51;6;;ICP1156
raffi-barsoumian-66b04420;1;02;-
nataliepolowyszak;1;;HRM 5004
nataliepolowyszak;2;;BISM 5000
nataliepolowyszak;3;;HRM 5007
nataliepolowyszak;4;;HRM 5500
nataliepolowyszak;5;;HRM 5003
nataliepolowyszak;6;;HRM 5504
nataliepolowyszak;7;;5502
nataliepolowyszak;8;;HRM 5006
nataliepolowyszak;9;;HRM 5008
nataliepolowyszak;10;;HRM 5506
nataliepolowyszak;11;;HRM 5005
nataliepolowyszak;12;;HRM 5503
pratikgujjar;1;;-
pratikgujjar;2;;-
pratikgujjar;3;;-
pratikgujjar;4;;-
pratikgujjar;5;;-
pratikgujjar;6;;-
pratikgujjar;7;;-
pratikgujjar;8;;-
pratikgujjar;9;;CMPT 880
pratikgujjar;10;;CMPT 705
pratikgujjar;11;;CMPT 882
pratikgujjar;12;;CMPT 726
gabriel-gaudreau-19123a6b;1;;-
marco-lavoie-415034139;1;09;-
marco-lavoie-415034139;2;;-
marco-lavoie-415034139;3;;-
marco-lavoie-415034139;4;;-
marco-lavoie-415034139;5;;-
karli-fisher;1;;-
karli-fisher;2;;-
karli-fisher;3;;-
bern-cole-03154b31;1;;-
bern-cole-03154b31;2;;-
hyderyusafzai;1;;-
hyderyusafzai;2;;-
hyderyusafzai;3;;-
hyderyusafzai;4;;-
ian-leslie-174b2567;1;;CM1
ian-leslie-174b2567;2;;-
ian-leslie-174b2567;3;;FA1
ian-leslie-174b2567;4;01;-
ian-leslie-174b2567;5;;MA1
halah-albadani;1;;-
halah-albadani;2;;-
halah-albadani;3;;-
halah-albadani;4;;-
halah-albadani;5;;-
halah-albadani;6;;-
halah-albadani;7;01;-
halah-albadani;8;;-
halah-albadani;9;;-
sharon-mason-07a79654;1;;-
sharon-mason-07a79654;2;;-
sharon-mason-07a79654;3;;-
catherinecaple;1;;-
januszblaszczyk;1;;-
januszblaszczyk;2;;-
januszblaszczyk;3;;-
januszblaszczyk;4;01-02;-
januszblaszczyk;5;;-
januszblaszczyk;6;;-
januszblaszczyk;7;;-
januszblaszczyk;8;;-
januszblaszczyk;9;;-
januszblaszczyk;10;;-
januszblaszczyk;11;1694-09-2002;-
januszblaszczyk;12;;-
januszblaszczyk;13;;-
januszblaszczyk;14;;-
januszblaszczyk;15;;-
januszblaszczyk;16;;-
januszblaszczyk;17;;-
januszblaszczyk;18;;-
januszblaszczyk;19;;-
januszblaszczyk;20;;-
januszblaszczyk;21;;-
januszblaszczyk;22;;-
januszblaszczyk;23;;-
januszblaszczyk;24;;-
januszblaszczyk;25;;-
januszblaszczyk;26;;-
januszblaszczyk;27;;-
januszblaszczyk;28;;-
albert-yuou-liu;1;8010;Digital Publishing
albert-yuou-liu;2;8010-03;DG8010
albert-yuou-liu;3;;DG8004
albert-yuou-liu;4;;DG8002
albert-yuou-liu;5;;DG8001
albert-yuou-liu;6;;DG8003
albert-yuou-liu;7;;DG8005
albert-yuou-liu;8;250;250
albert-yuou-liu;9;312;312
albert-yuou-liu;10;340;340
ricardo-enverga-cpa-pmp-05b67;1;;Villanova University
ricardo-enverga-cpa-pmp-05b67;2;;Villanova University
backer-kobaissi;1;;MGCR 211
johanbroman;1;;Treasury Board of Canada
johanbroman;2;;Treasury Board of Canada
johanbroman;3;;Director General Safety
johanbroman;4;;Director General Safety
johanbroman;5;;Judge Advocate General
johanbroman;6;;PWGSC
johanbroman;7;;Director General Safety
johanbroman;8;;Director General Safety
johanbroman;9;03;-
johanbroman;10;100;CMD110
johanbroman;11;;EM110
johanbroman;12;;EOC110
johanbroman;13;;ESS100
johanbroman;14;;SAR103
johanbroman;15;;PMCOE
melina-butler-302a9292;1;;-
melina-butler-302a9292;2;;-
melina-butler-302a9292;3;;-
melina-butler-302a9292;4;;-
melina-butler-302a9292;5;;-
melina-butler-302a9292;6;;-
melina-butler-302a9292;7;;-
raffi-hotter;1;;COMP 551
raffi-hotter;2;01-02-03;MATH 254, 255, 454
raffi-hotter;3;;PHYS 251
raffi-hotter;4;;MATH 560
raffi-hotter;5;;NEURO 262
raffi-hotter;6;;CS 294
raffi-hotter;7;;COMP 252
raffi-hotter;8;;COMP 598
raffi-hotter;9;;COMP 690
raffi-hotter;10;;PHYS 137A
stewartpatterns;1;;-
paulinevh;1;00-09;30-422-95
paulinevh;2;03;36-103-99A
paulinevh;3;;30-401-00
paulinevh;4;00-09;30-930-05
paulinevh;5;;30-470-12
paulinevh;6;;30-112-08
paulinevh;7;;30-713-16
paulinevh;8;00-09;30-500-15
paulinevh;9;;30-415-18
paulinevh;10;;30-411-96
paulinevh;11;;30-300-10
paulinevh;12;00-09;30-420-09
paulinevh;13;00-00;30-700-06
paulinevh;14;;30-413-10
paulinevh;15;;30-793-12
paulinevh;16;;30-400-92
paulinevh;17;;30-315-96
paulinevh;18;00-00-00-09;30-635-10
paulinevh;19;00-08;30-423-96
paulinevh;20;00-08;30-705-11
sylvain-santerre-ing-a6b5a813;1;;-
sylvain-santerre-ing-a6b5a813;2;;-
sylvain-santerre-ing-a6b5a813;3;;-
sylvain-santerre-ing-a6b5a813;4;00-09;PER-662
sylvain-santerre-ing-a6b5a813;5;00-09;PER-802
kayla-bordignon-08170830;1;;Dr. Neil McDonald
kayla-bordignon-08170830;2;;C+O Consulting
kayla-bordignon-08170830;3;;SFU Continuing Studies
kayla-bordignon-08170830;4;;Bob Joseph
ryan%7Echeng;1;;BME1802
ryan%7Echeng;2;;BME1800
ryan%7Echeng;3;;MIE345
ryan%7Echeng;4;;BME1405, BME1439
ryan%7Echeng;5;;MIE523
ryan%7Echeng;6;;MIE344
ryan%7Echeng;7;;MSE431
ryan%7Echeng;8;;HPS319
ryan%7Echeng;9;;MIE240
ryan%7Echeng;10;;MIE542
ryan%7Echeng;11;;JPB1022
ryan%7Echeng;12;;MIE1412
ryan%7Echeng;13;;APS440
ryan%7Echeng;14;;ANT208
ryan%7Echeng;15;;MIE242
deborah-mortimer-524a06b6;1;;-
sarah-hertz-a6638974;1;;-
sarah-hertz-a6638974;2;;-
sarah-hertz-a6638974;3;;-
sarah-hertz-a6638974;4;;-
sarah-hertz-a6638974;5;;-
sarah-hertz-a6638974;6;;-
pratikkumar-parmar;1;;BUS 2301
pratikkumar-parmar;2;;GED 2234
pratikkumar-parmar;3;;LAW 2205
pratikkumar-parmar;4;;GEN 2003
pratikkumar-parmar;5;01;MKT 2291
pratikkumar-parmar;6;;MKT 2207
pratikkumar-parmar;7;;MKT 2205
pratikkumar-parmar;8;;MKT 2284
pratikkumar-parmar;9;;MKT 02206
pratikkumar-parmar;10;;MKT2282
pratikkumar-parmar;11;;MKT 2283
pratikkumar-parmar;12;;QUA0008
gabrielle-boulding-9a334688;1;;-
gabrielle-boulding-9a334688;2;;-
gabrielle-boulding-9a334688;3;;-
gabrielle-boulding-9a334688;4;;-
gabrielle-boulding-9a334688;5;;-
gabrielle-boulding-9a334688;6;;-
gabrielle-boulding-9a334688;7;;-
gabrielle-boulding-9a334688;8;;-
gabrielle-boulding-9a334688;9;;-
gabrielle-boulding-9a334688;10;;-
gabrielle-boulding-9a334688;11;;-
gabrielle-boulding-9a334688;12;;-
gabrielle-boulding-9a334688;13;;-
gabrielle-boulding-9a334688;14;;-
gabrielle-boulding-9a334688;15;;-
gabrielle-boulding-9a334688;16;;-
gabrielle-boulding-9a334688;17;;-
gabrielle-boulding-9a334688;18;;-
gabrielle-boulding-9a334688;19;;-
gabrielle-boulding-9a334688;20;;-
gabrielle-boulding-9a334688;21;;-
gabrielle-boulding-9a334688;22;;-
gabrielle-boulding-9a334688;23;;-
gabrielle-boulding-9a334688;24;;-
gabrielle-boulding-9a334688;25;;-
gabrielle-boulding-9a334688;26;;-
mina-markovic-95509a106;1;19;PP8104
mina-markovic-95509a106;2;20;PP8106
mina-markovic-95509a106;3;;PP8110
mina-markovic-95509a106;4;;PP8107
mina-markovic-95509a106;5;;PP8207
mina-markovic-95509a106;6;;PP8111
mina-markovic-95509a106;7;;PP8100
mina-markovic-95509a106;8;;PP8108
mina-markovic-95509a106;9;;PP8103
mina-markovic-95509a106;10;;PP8109
mina-markovic-95509a106;11;;PP8102
mina-markovic-95509a106;12;;PP8001
mina-markovic-95509a106;13;;-
mina-markovic-95509a106;14;;-
mina-markovic-95509a106;15;;-
mina-markovic-95509a106;16;;-
mina-markovic-95509a106;17;;-
mina-markovic-95509a106;18;;-
mina-markovic-95509a106;19;;-
mina-markovic-95509a106;20;;-
mina-markovic-95509a106;21;;-
mina-markovic-95509a106;22;;-
mina-markovic-95509a106;23;;-
mina-markovic-95509a106;24;;-
gabriela-arenas-rivera-b180b86a;1;00-09;-
gabriela-arenas-rivera-b180b86a;2;;-
nada-ak;1;;ELEC 6831
nada-ak;2;;ELEC 6131
nada-ak;3;;COMP 6461
nada-ak;4;;ENCS 6161
nada-ak;5;;COMP 691
nada-ak;6;;COMP 6321
madison-booth-16261265;1;;-
madison-booth-16261265;2;;-
madison-booth-16261265;3;;-
madison-booth-16261265;4;;-
madison-booth-16261265;5;;-
madison-booth-16261265;6;;-
madison-booth-16261265;7;;-
madison-booth-16261265;8;;-
madison-booth-16261265;9;;-
madison-booth-16261265;10;;-
madison-booth-16261265;11;;-
madison-booth-16261265;12;;-
madison-booth-16261265;13;;-
madison-booth-16261265;14;;-
madison-booth-16261265;15;;-
madison-booth-16261265;16;;-
madison-booth-16261265;17;;-
madison-booth-16261265;18;;-
madison-booth-16261265;19;;-
madison-booth-16261265;20;;-
madison-booth-16261265;21;;-
madison-booth-16261265;22;;-
madison-booth-16261265;23;;-
madison-booth-16261265;24;;-
madison-booth-16261265;25;;-
madison-booth-16261265;26;;-
madison-booth-16261265;27;;-
madison-booth-16261265;28;;-
madison-booth-16261265;29;;-
ryan%%7Echeng;1;;BME1802
ryan%%7Echeng;2;;BME1800
ryan%%7Echeng;3;;MIE345
ryan%%7Echeng;4;;BME1405, BME1439
ryan%%7Echeng;5;;MIE523
ryan%%7Echeng;6;;MIE344
ryan%%7Echeng;7;;MSE431
ryan%%7Echeng;8;;HPS319
ryan%%7Echeng;9;;MIE240
ryan%%7Echeng;10;;MIE542
ryan%%7Echeng;11;;JPB1022
ryan%%7Echeng;12;;MIE1412
ryan%%7Echeng;13;;APS440
ryan%%7Echeng;14;;ANT208
ryan%%7Echeng;15;;MIE242
joseph-tortorelli-219a0021;1;;-
joseph-tortorelli-219a0021;2;;-
elmer-gaikwad-12428a8;1;;-
breanne-rae-92a7569b;1;;-
sarah-hesch-4bb9842b;1;;-
sarah-hesch-4bb9842b;2;;-
sarah-hesch-4bb9842b;3;;-
sarah-hesch-4bb9842b;4;;-
sarah-hesch-4bb9842b;5;;-
sarah-hesch-4bb9842b;6;;-
sarah-hesch-4bb9842b;7;;-
sarah-hesch-4bb9842b;8;;-
sarah-hesch-4bb9842b;9;;-
sarah-hesch-4bb9842b;10;;-
sarah-hesch-4bb9842b;11;;-
sarah-hesch-4bb9842b;12;;-
sarah-hesch-4bb9842b;13;;-
sarah-hesch-4bb9842b;14;;-
sarah-hesch-4bb9842b;15;;-
sarah-hesch-4bb9842b;16;;-
sarah-hesch-4bb9842b;17;;-
sarah-hesch-4bb9842b;18;;-
sarah-hesch-4bb9842b;19;;-
sarah-hesch-4bb9842b;20;;-
sarah-hesch-4bb9842b;21;;-
sarah-hesch-4bb9842b;22;;-
sarah-hesch-4bb9842b;23;;-
sarah-hesch-4bb9842b;24;;-
sarah-hesch-4bb9842b;25;;-
sarah-hesch-4bb9842b;26;;-
sarah-hesch-4bb9842b;27;;-
sarah-hesch-4bb9842b;28;;-
sarah-hesch-4bb9842b;29;;-
sarah-hesch-4bb9842b;30;;-
anum-rizvi-893b5a57;1;;-
fchishtie;1;;CSI2372
fchishtie;2;;MAT1322
fchishtie;3;;CEG2136
fchishtie;4;;CSI2110
fchishtie;5;;MAT1348
fchishtie;6;;ITI1120
fchishtie;7;;ITI1121
fchishtie;8;;ITI1100
fchishtie;9;;SEG2105
fchishtie;10;;SEG2900
fchishtie;11;;ENG1112
fchishtie;12;;610
fchishtie;13;;606
fchishtie;14;;604
fchishtie;15;;601
joseph-toma-74a426114;1;;-
joseph-toma-74a426114;2;;-
meghan-hines-23320494;1;;SOCI 2010
meghan-hines-23320494;2;;SOCI 4200
meghan-hines-23320494;3;;SOCI 3217
meghan-hines-23320494;4;;SOCI 2810
meghan-hines-23320494;5;;SOWK 2035
meghan-hines-23320494;6;;SOCI1010
meghan-hines-23320494;7;;SOCI4850
meghan-hines-23320494;8;;HUMA 1125
meghan-hines-23320494;9;;SOCI 4645
meghan-hines-23320494;10;;SOCI 3685
meghan-hines-23320494;11;;SOCI 3225
meghan-hines-23320494;12;;SOCI 2060
meghan-hines-23320494;13;;SOCI 2030
meghan-hines-23320494;14;;SOCI 2040
meghan-hines-23320494;15;;SOCI 3690
meghan-hines-23320494;16;;SOCI4840
meghan-hines-23320494;17;;SOCI 3692
meghan-hines-23320494;18;;SSW402
meghan-hines-23320494;19;;-
meghan-hines-23320494;20;;GWL407
meghan-hines-23320494;21;;GWL 308
meghan-hines-23320494;22;;SSW 102
meghan-hines-23320494;23;;-
meghan-hines-23320494;24;;-
meghan-hines-23320494;25;;GWL 208
meghan-hines-23320494;26;;-
meghan-hines-23320494;27;;-
meghan-hines-23320494;28;;SSW101
meghan-hines-23320494;29;;GWL 137
meghan-hines-23320494;30;;SWL 136
meghan-hines-23320494;31;;SSW372
meghan-hines-23320494;32;;SWL 401
meghan-hines-23320494;33;;SLL307
meghan-hines-23320494;34;;SSW312
meghan-hines-23320494;35;;-
meghan-hines-23320494;36;;GWL 261
meghan-hines-23320494;37;;GWL 377
meghan-hines-23320494;38;;-
meghan-hines-23320494;39;;-
meghan-hines-23320494;40;;-
madison-blischak-653058172;1;;-
madison-blischak-653058172;2;01;-
madison-blischak-653058172;3;01-02;-
madison-blischak-653058172;4;;-
madison-blischak-653058172;5;;-
madison-blischak-653058172;6;2015;-
madison-blischak-653058172;7;101;-
allison-kalman;1;;-
allison-kalman;2;;-
allison-kalman;3;;-
allison-kalman;4;;-
allison-kalman;5;;-
allison-kalman;6;;-
allison-kalman;7;;-
kenesha-greenidge-20330868;1;;-
kenesha-greenidge-20330868;2;;-
kenesha-greenidge-20330868;3;;-
kenesha-greenidge-20330868;4;;-
kenesha-greenidge-20330868;5;;-
kenesha-greenidge-20330868;6;;-
kenesha-greenidge-20330868;7;;-
nicole-russell-0a887111b;1;;Kp 324
nicole-russell-0a887111b;2;;KP 452
camerontucker1;1;;-
camerontucker1;2;;-
camerontucker1;3;;-
camerontucker1;4;;-
camerontucker1;5;;-
camerontucker1;6;;-
camerontucker1;7;;-
camerontucker1;8;;-
camerontucker1;9;;-
camerontucker1;10;;-
camerontucker1;11;;-
camerontucker1;12;;-
camerontucker1;13;;-
camerontucker1;14;;-
camerontucker1;15;;-
camerontucker1;16;01-02;-
camerontucker1;17;;-
camerontucker1;18;;-
camerontucker1;19;;-
camerontucker1;20;;-
camerontucker1;21;;-
camerontucker1;22;;-
camerontucker1;23;;-
camerontucker1;24;;-
camerontucker1;25;;-
camerontucker1;26;;-
camerontucker1;27;;-
camerontucker1;28;;-
camerontucker1;29;01-02;-
camerontucker1;30;;-
camerontucker1;31;;-
camerontucker1;32;;-
camerontucker1;33;;-
camerontucker1;34;;-
camerontucker1;35;;-
jaspreet-dhuga;1;;BPS4131
jaspreet-dhuga;2;;BPS4127
jaspreet-dhuga;3;;BCH3346
jaspreet-dhuga;4;;BIO3153
jaspreet-dhuga;5;;BIO3124
jaspreet-dhuga;6;;BCH4101
jaspreet-dhuga;7;;BCH4932
jaspreet-dhuga;8;;BCH3120
jaspreet-dhuga;9;;CHM3120
jaspreet-dhuga;10;;BCH2333
jaspreet-dhuga;11;;BCH3170
jaspreet-dhuga;12;;BCH3356
jaspreet-dhuga;13;;BCH4123
jaspreet-dhuga;14;;BCH3125
jaspreet-dhuga;15;;BCH4300
jaspreet-dhuga;16;;REGA 5024
jaspreet-dhuga;17;;REGA 5036
jaspreet-dhuga;18;;REGA 5020
jaspreet-dhuga;19;;REGA 5031
jaspreet-dhuga;20;;REGA 5030
jaspreet-dhuga;21;;REGA 5034
jaspreet-dhuga;22;;REGA 5023
jaspreet-dhuga;23;;REGA 5025
jaspreet-dhuga;24;;REGA 5022
jaspreet-dhuga;25;;REGA 5021
jaspreet-dhuga;26;;REGA 5035
jaspreet-dhuga;27;;REGA 5033
stewartsim;1;;-
stewartsim;2;;-
stewartsim;3;;-
stewartsim;4;;-
stewartsim;5;;-
stewartsim;6;;-
stewartsim;7;01-02;-
stewartsim;8;;-
gurjitdhariwal;1;2013-2019-2003-2004;-
joey-parker-1b75a3b5;1;;SPMA 1P92
mohammedshabbir178;1;;-
mohammedshabbir178;2;;-
mohammedshabbir178;3;;-
mohammedsuhaib;1;;-
mohammedsuhaib;2;;-
mohammedsuhaib;3;;-
mohammedsuhaib;4;;-
mohammedsuhaib;5;;-
mohammedsuhaib;6;;-
mohammedsuhaib;7;;-
mohammedsuhaib;8;;-
mohammedsuhaib;9;;-
mohammedsuhaib;10;02-00;-
mohammedsuhaib;11;;-
christopher-mogg-5899bb51;1;;CLCV 2305
christopher-mogg-5899bb51;2;;BIOL 3305
christopher-mogg-5899bb51;3;;BIOL 2001
christopher-mogg-5899bb51;4;;BIOC 4002
christopher-mogg-5899bb51;5;;BIOL 3501
christopher-mogg-5899bb51;6;;BIOL 4301
christopher-mogg-5899bb51;7;;BIOL 3201
christopher-mogg-5899bb51;8;;BIOL 2200
christopher-mogg-5899bb51;9;;BIOL 4901
christopher-mogg-5899bb51;10;;MATH 1007
christopher-mogg-5899bb51;11;;PHYS 1007/1008
christopher-mogg-5899bb51;12;;BIOL 3303
christopher-mogg-5899bb51;13;;BIOC 3100
christopher-mogg-5899bb51;14;;CHEM 1000
christopher-mogg-5899bb51;15;;PSCI 1002
christopher-mogg-5899bb51;16;;BIOL 4908
christopher-mogg-5899bb51;17;;BIOC 4004
christopher-mogg-5899bb51;18;;BIOL 2600
christopher-mogg-5899bb51;19;;BIOL1003/1004
christopher-mogg-5899bb51;20;;BIOL 2104
christopher-mogg-5899bb51;21;;MATH 1107
christopher-mogg-5899bb51;22;;BIOL 5909
christopher-mogg-5899bb51;23;;BIOC 4001
christopher-mogg-5899bb51;24;;BIOL 4106
christopher-mogg-5899bb51;25;;BIOL 2303
christopher-mogg-5899bb51;26;;BIOL 3104
christopher-mogg-5899bb51;27;;BIOL 1902
christopher-mogg-5899bb51;28;;CHEM 2203
christopher-mogg-5899bb51;29;;BIOL 3205
christopher-mogg-5899bb51;30;;BIOL 2002
christopher-mogg-5899bb51;31;;BIOC 3005
christopher-mogg-5899bb51;32;;BIOL 5502P
christopher-mogg-5899bb51;33;;BIOL 5502M
christopher-mogg-5899bb51;34;;NSCI 1000
sunayna-narang;1;;-
sunayna-narang;2;;-
diana-bonventre-2072b756;1;;-
scott-bailey-software;1;;ECED 4402
alessandra-c-46862915b;1;;-
alessandra-c-46862915b;2;;-
nada-al-towaity;1;;-
nada-al-towaity;2;;-
nada-al-towaity;3;;-
nada-al-towaity;4;;-
nada-al-towaity;5;;-
nada-al-towaity;6;;-
nada-al-towaity;7;;-
monalgosai;1;;-
monalgosai;2;;-
jay-reid-79917540;1;;Algonquin College 2006
jay-reid-79917540;2;;Algonquin College 2011
jay-reid-79917540;3;;Algonquin College 2009
jay-reid-79917540;4;;Algonquin College 2009
jay-reid-79917540;5;;Ontario Police College
nikki-tompkins-490924111;1;;-
kenethsedgwick;1;;BLDG 366
kenethsedgwick;2;;BLDG 341
kenethsedgwick;3;;BLDG 463
kenethsedgwick;4;;BLDG 365
kenethsedgwick;5;;BLDG 371
kenethsedgwick;6;;BCEE 451
kenethsedgwick;7;;BCEE 464
kenethsedgwick;8;;BCEE 454
kenethsedgwick;9;;ENGR 301
kenethsedgwick;10;;CIVI 321
kenethsedgwick;11;;ENGR 361
kenethsedgwick;12;;BLDG 471
kenethsedgwick;13;;ENGR 244
kenethsedgwick;14;;BLDG 462
kenethsedgwick;15;;BLDG 478
kenethsedgwick;16;;CIVI 432
kenethsedgwick;17;02;BCEE 343
kenethsedgwick;18;02;BCEE 345
kenethsedgwick;19;;BCEE 371
kenethsedgwick;20;;BLDG 476
kenethsedgwick;21;;ENGR 251
muhammad-tariq-4b6871a7;1;;-
jismon-thomas-09b994116;1;;-
jismon-thomas-09b994116;2;;-
jismon-thomas-09b994116;3;;-
cwasson;1;;KIN 3222A
cwasson;2;;BIO 1201A
cwasson;3;;BIO 1202B
cwasson;4;;PSYCH 2220A
cwasson;5;;PHYSIO 1021
cwasson;6;;PSYCH 3998F
cwasson;7;;ANATCELL 4452B
cwasson;8;;PSYCH 3227B
cwasson;9;;KIN 1080B
cwasson;10;;KIN 2032B
cwasson;11;;PSYCH 2820E
cwasson;12;;PSYCH 3285F
cwasson;13;;STATS 1024B
cwasson;14;;KIN 2222A
cwasson;15;;PSYC*6460
cwasson;16;;NEUR*6000
cwasson;17;;PSYC*6060
cwasson;18;;NEUR*6100
cwasson;19;;-
cwasson;20;;-
cwasson;21;;-
jaime-dyck-b7335466;1;;-
jaime-dyck-b7335466;2;;-
susanna-khodarahmi-bron;1;1995;-
suncissy;1;;Program Management
sarah-hicks-34231a40;1;2002;-
sarah-hicks-34231a40;2;2005;-
sarah-hicks-34231a40;3;2014;-
diego-bautista;1;;-
diego-bautista;2;;-
diego-bautista;3;;-
diego-bautista;4;;-
diego-bautista;5;;-
diego-bautista;6;;-
diego-bautista;7;;-
diego-bautista;8;;-
diego-bautista;9;;-
diego-bautista;10;;-
diego-bautista;11;;-
diego-bautista;12;;-
diego-bautista;13;;-
chad-cole-4328b171;1;;-
chad-cole-4328b171;2;;-
chad-cole-4328b171;3;;-
chad-cole-4328b171;4;;-
chad-cole-4328b171;5;;-
chad-cole-4328b171;6;;-
chad-cole-4328b171;7;;-
chad-cole-4328b171;8;;-
chad-cole-4328b171;9;;-
chad-cole-4328b171;10;;-
chad-cole-4328b171;11;;-
chad-cole-4328b171;12;;-
chad-cole-4328b171;13;;-
chad-cole-4328b171;14;;-
chad-cole-4328b171;15;;-
chad-cole-4328b171;16;;-
chad-cole-4328b171;17;;-
chad-cole-4328b171;18;;-
chad-cole-4328b171;19;;-
chad-cole-4328b171;20;;-
chad-cole-4328b171;21;;-
chad-cole-4328b171;22;;-
chad-cole-4328b171;23;;-
chad-cole-4328b171;24;;-
chad-cole-4328b171;25;;-
chad-cole-4328b171;26;;-
chad-cole-4328b171;27;;-
chad-cole-4328b171;28;;-
chad-cole-4328b171;29;;-
chad-cole-4328b171;30;;-
chad-cole-4328b171;31;;-
mike-lawrence;1;;CSCI 6104
mike-lawrence;2;;MATH 5116
mike-lawrence;3;;CSCI 6506
mike-lawrence;4;;CSCI 6505
mike-lawrence;5;;CSCI 6508
mike-lawrence;6;;CSCI 6702
mike-lawrence;7;;CSCI 6514
mike-lawrence;8;;CPSC 506
mike-lawrence;9;;CPSC 504
melissa-danielson-049ba15;1;;-
melissa-danielson-049ba15;2;;-
melissa-danielson-049ba15;3;;-
kjell-nyroos-4015a128;1;;-
kjell-nyroos-4015a128;2;;-
kjell-nyroos-4015a128;3;;-
robert-michaud-9122764a;1;00-09-00-09-00-09;-
robert-michaud-9122764a;2;;-
shannon-skura-59012148;1;;-
shannon-skura-59012148;2;;-
shannon-skura-59012148;3;;-
shannon-skura-59012148;4;;-
shannon-skura-59012148;5;;-
shannon-skura-59012148;6;;-
shannon-skura-59012148;7;;-
shannon-skura-59012148;8;;-
shannon-skura-59012148;9;;-
shannon-skura-59012148;10;;-
shannon-skura-59012148;11;;-
shannon-skura-59012148;12;;-
shannon-skura-59012148;13;;-
shannon-skura-59012148;14;;-
shannon-skura-59012148;15;;-
shannon-skura-59012148;16;;-
shannon-skura-59012148;17;;-
shannon-skura-59012148;18;;-
cwcartwright;1;;-
