public_identifier;num_articles;title;link;published_date;author;image_url
stewartmoffatt;3;;https://www.linkedin.com/pulse/lighthearted-professional-observations-tips-inspired-pandemic;27-01-2020;By Stewart Moffatt;https://media-exp1.licdn.com/dms/image/C4E12AQGz1Kmb8mMXkA/article-cover_image-shrink_180_320/0/1585247264640?e=1632960000&v=beta&t=jfYBPCir1uRVJPo7mYz6m6XFDw1uXtPnF45mALMo6bg
eliciamaine;1;;https://www.linkedin.com/pulse/enabling-discovery-science-fuel-innovation-elicia-maine;25-01-2018;By Elicia Maine;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_15.jpg
eliciamaine;2;02;https://www.linkedin.com/pulse/invention-innovation-i2i-elicia-maine;15-05-2018;By Elicia Maine;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_17.jpg
eliciamaine;3;;https://www.linkedin.com/pulse/sfus-ionomr-wins-prestigious-global-energy-prize-berlin-elicia-maine;18-01-2018;By Elicia Maine;https://media-exp1.licdn.com/dms/image/C4E12AQFl8n7NBYQLaQ/article-cover_image-shrink_423_752/0/1524087607289?e=1633564800&v=beta&t=auQ1vaXS4-qhgCrDl1y_0JOBOo6lTyZse7y0EgsUz0o
shawn-burchett-49382619;1;;https://www.linkedin.com/pulse/jastram-engineering-currently-looking-electrical-shawn-burchett;06-01-2017;By Shawn Burchett;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_15.jpg
lynette-wallach-b803071;1;;https://www.linkedin.com/pulse/money-power-purpose-aligning-your-finances-future-lynette-wallach;06-01-2021;By Lynette Wallach;https://media-exp1.licdn.com/dms/image/C5612AQHVstLwr1RHJQ/article-cover_image-shrink_180_320/0/1625609478819?e=1632960000&v=beta&t=2xj7B_LgKKu0Kk2Pi75_jILf5w8r7lRFXoPahuc3nfU
olga-semenova-690813a9;1;;https://www.linkedin.com/pulse/we-sincerely-regret-inform-you-did-pass-olga-semenova;20-01-2019;By Olga Semenova;https://media-exp1.licdn.com/dms/image/C4D12AQH0xWx7XUK27Q/article-cover_image-shrink_180_320/0/1566333081314?e=1633564800&v=beta&t=clY9h9142nYXrc5EPOVZhyUpkJLhoerVISfe7BTjH04
johanne-hamel-d-ps-5841b7156;1;;https://www.linkedin.com/pulse/dreams-art-therapy-healing-beyond-looking-glass-johanne-hamel-d-ps-;31-01-2020;By Johanne Hamel;https://media-exp1.licdn.com/dms/image/C5612AQG9OpVBHyLvVg/article-inline_image-shrink_400_744/0/1598896481179?e=1632960000&v=beta&t=AtojG6AgLunw8PgV1pzNcV85E3R30uuMGZ3B9ujE4CI
sean-sands;1;;https://www.linkedin.com/pulse/latest-bank-canada-benchmark-qualifying-interest-rate-sean-sands-ba;15-05-2018;By Sean Sands,  BA;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
ray-white-59702823;1;;https://www.linkedin.com/pulse/we-have-been-busy-thought-update-order-ray-white;01-01-2017;By Ray White;https://media-exp1.licdn.com/dms/image/C4E12AQFJFfVfCSoK8Q/article-inline_image-shrink_400_744/0/1520193832811?e=1633564800&v=beta&t=YAxxTJF16gLCqwCgAA7V48fU_ldATWH79B1hHhnPTz0
ray-white-59702823;2;;https://www.linkedin.com/pulse/postions-available-ray-white;16-01-2016;By Ray White;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
ray-white-59702823;3;;https://www.linkedin.com/pulse/were-hiring-ray-white;25-05-2016;By Ray White;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_1.jpg
fr%%C3%%A9d%%C3%%A9ric-fournier-53576415a;1;;https://www.linkedin.com/pulse/offre-demploi-groupe-pg-programmeur-analyste-fr%%C3%%A9d%%C3%%A9ric-fournier;17-01-2019;By Fr\u00e9d\u00e9ric Fournier;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_7.jpg
deanmorris;1;10;https://www.linkedin.com/pulse/top-10-squashable-transfer-pricing-exposures-dean-morris;13-01-2016;By Dean Morris;https://media-exp1.licdn.com/dms/image/C4E12AQE5GeZ-03Ne5A/article-cover_image-shrink_180_320/0/1520215701148?e=1633564800&v=beta&t=khREJ-BdukwzFvZ3lAfvapxdjAgnT0jrY2Ub25ogCCw
deanmorris;2;;https://www.linkedin.com/pulse/three-transfer-pricing-monkeys-cost-sharing-dean-morris;04-01-2016;By Dean Morris;https://media-exp1.licdn.com/dms/image/C4E12AQGcpeh3XPmzRQ/article-cover_image-shrink_180_320/0/1520091886466?e=1633564800&v=beta&t=lInXJwSOHH0Byn-iDfch3WA6MFYAlYfP8M_vXpiQGmE
deanmorris;3;;https://www.linkedin.com/pulse/dozen-transfer-pricing-tips-from-customs-duty-dean-morris;15-05-2015;By Dean Morris;https://media-exp1.licdn.com/dms/image/C4E12AQE1bkeZlSmwxQ/article-cover_image-shrink_180_320/0/1520152808407?e=1633564800&v=beta&t=8jkXv3cfW1rZv388CZtXG3wQIKMGBYMrJp4w_WbiDjM
joanne-klein-757a645;1;29-2018;https://www.linkedin.com/pulse/you-vancouver-november-29-2018-joanne-klein;15-01-2018;By Joanne Klein;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_17.jpg
halarewich;1;05;https://www.linkedin.com/pulse/5-stupid-interview-questions-you-should-never-ask-danny-halarewich-;11-01-2015;By Danny Halarewich;https://media-exp1.licdn.com/dms/image/C4D12AQGA-MczZ4PGgQ/article-cover_image-shrink_180_320/0/1520077435150?e=1634169600&v=beta&t=EF3VyDDerOdolkClZXBE-s8J045jlrP7Tgjs0QpRlvE
halarewich;2;;https://www.linkedin.com/pulse/heres-why-everyone-should-have-sales-job-some-point-halarewich-;23-01-2015;By Danny Halarewich;https://media-exp1.licdn.com/dms/image/C4D12AQH_bJ8at60xNg/article-cover_image-shrink_180_320/0/1520200886149?e=1634169600&v=beta&t=OyEN9UbMaGdLtRNUcxoIirLTy2Mbo0C0agvO6iC7pGw
halarewich;3;06;https://www.linkedin.com/pulse/6-podcasts-entrepreneurship-growth-you-should-danny-halarewich-;09-01-2015;By Danny Halarewich;https://media-exp1.licdn.com/dms/image/C4D12AQFZLktilxEQAg/article-cover_image-shrink_180_320/0/1520055911444?e=1634169600&v=beta&t=DnENsb7UCQjX3QzqA7KULc04WEoOd_z-3I0NPhS01cQ
allison-john-4585841a8;1;;https://www.linkedin.com/pulse/theoretical-yield-calculator-chemical-reaction-percent-allison-john;12-01-2020;By Allison John;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_17.jpg
allison-john-4585841a8;2;;https://www.linkedin.com/pulse/how-reliable-online-integration-calculators-allison-john;29-01-2020;By Allison John;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
gregspeakman;1;;https://www.linkedin.com/pulse/vanrx-pharmasystems-looking-bright-aggressive-manager-greg-speakman;05-01-2015;By Greg Speakman;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_9.jpg
melikeerolkantarci;1;2017-03-06-2017;https://www.linkedin.com/pulse/call-tutorial-panel-proposals-iscc-2017-3-6-july-melike-erol-kantarci;12-01-2017;By Melike Erol-Kantarci;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_7.jpg
melikeerolkantarci;2;;https://www.linkedin.com/pulse/transportation-power-grid-smart-cities-communication-erol-kantarci;15-01-2016;By Melike Erol-Kantarci;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_5.jpg
melikeerolkantarci;3;2019-16;https://www.linkedin.com/pulse/looking-phd-student-spring16-melike-erol-kantarci;13-01-2015;By Melike Erol-Kantarci;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_17.jpg
dnorth98;1;;https://www.linkedin.com/pulse/doctor-dave-north;15-01-2018;By Dave North;https://media-exp1.licdn.com/dms/image/C4E12AQGTJ98TcuNW5Q/article-cover_image-shrink_180_320/0/1544890592597?e=1633564800&v=beta&t=xcF0EJ4zGjG4OZp2T8BI2ewRQvXTwmdRlPF8EnjDF0Y
dnorth98;2;;https://www.linkedin.com/pulse/got-co-ops-dave-north;17-01-2018;By Dave North;https://media-exp1.licdn.com/dms/image/C4E12AQFoyMY41LG4fg/article-inline_image-shrink_400_744/0/1542474521076?e=1633564800&v=beta&t=1fAE7K5dwPDr4j_yl87tQv5zoy93lQHunxnONfYFlDA
dnorth98;3;2001;https://www.linkedin.com/pulse/2001-signiant-odyssey-dave-north;06-01-2018;By Dave North;https://media-exp1.licdn.com/dms/image/C4E12AQHtLQWY3xp5TA/article-cover_image-shrink_180_320/0/1541465949939?e=1633564800&v=beta&t=pGc4kbdPEjCNrsdo9lOEl9MPQFrSEtzTFyM-EorIGtw
j-ross-mcbride-9852b712;1;;https://www.linkedin.com/pulse/teachers-professional-baseball-players-j-ross-mcbride;05-01-2018;By J Ross McBride;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_15.jpg
j-ross-mcbride-9852b712;2;;https://www.linkedin.com/pulse/qualities-good-esl-english-teachers-j-ross-mcbride;19-05-2018;By J Ross McBride;https://media-exp1.licdn.com/dms/image/C4D12AQFOPXaD2N04TQ/article-cover_image-shrink_180_320/0/1526697497750?e=1634169600&v=beta&t=UGv8ysYWUj2_YMKG6eiCGuD0c0mD4VocpDrZBkuAJO0
melilimani;1;16-2015;https://www.linkedin.com/pulse/driving-innovation-municipal-government-join-us-sept-limani;17-01-2015;By Meli Limani;https://media-exp1.licdn.com/dms/image/C5612AQHpFCEMFKR71A/article-cover_image-shrink_600_2000/0/1520156396019?e=1634169600&v=beta&t=Rd-nlg-JqsmrC9nNfugzOeOwy57Fm37Qaqrgxez5tck
gabriel4nwc;1;7852;https://www.linkedin.com/pulse/discover-how-my-partners-i-made-3000-month-gabriel-hernandez;11-01-2015;By Gabriel Hernandez;https://media-exp1.licdn.com/dms/image/C5612AQHPhmUoT7AJdA/article-cover_image-shrink_180_320/0/1520188808114?e=1632960000&v=beta&t=HNy4pQnB7BQa0A4hwuTE6y7bV-CxKKy5VPuzEvyLreo
stewartrubin;1;;https://www.linkedin.com/pulse/sales-manager-opportunity-stewart-rubin;28-01-2015;By Stewart Rubin;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_13.jpg
jean-philippe-hardy-025a0248;1;00-09-00-08-00-00-00-09-00-02-00-09-00-09-00-09;https://www.linkedin.com/pulse/%%C3%%A9nerg%%C3%%A8re-est-%%C3%%A0-la-recherche-dun-concepteur-principal-en-hardy;08-01-2016;By Jean-Philippe Hardy;https://media-exp1.licdn.com/dms/image/C5112AQFW_0XeBU5YGg/article-cover_image-shrink_180_320/0/1520162783567?e=1634169600&v=beta&t=SjzYXpFfElE8KccM-pGvuxbYZXl7ZzIMfJfyiAzC1xc
jean-philippe-hardy-025a0248;2;00-09-00-08-00-00-00-09-00-02-00-09-00-09-00-09;https://www.linkedin.com/pulse/%%C3%%A9nerg%%C3%%A8re-est-%%C3%%A0-la-recherche-dun-technicien-en-m%%C3%%A9canique-hardy;24-05-2016;By Jean-Philippe Hardy;https://media-exp1.licdn.com/dms/image/C4E12AQFz240RBBMfcg/article-inline_image-shrink_400_744/0/1521073123209?e=1634169600&v=beta&t=gpeCeue0OiIQPWDl5ALAMHZjJAsgVoEHEOzqma63zmI
jean-philippe-hardy-025a0248;3;00-09-00-08-00-00-00-09-00-02-00-09-00-09-00-09;https://www.linkedin.com/pulse/%%C3%%A9nerg%%C3%%A8re-est-%%C3%%A0-la-recherche-dun-directeur-de-projet-en-hardy;11-01-2016;By Jean-Philippe Hardy;https://media-exp1.licdn.com/dms/image/C4E12AQFaBzWmRCR2DA/article-inline_image-shrink_400_744/0/1520567713253?e=1634169600&v=beta&t=oBOy0awhejQWfxH7_lDvzh0wvaLwId9b0bRi4TLGsRs
cwasson;1;;https://www.linkedin.com/pulse/regulatory-quickfix-brief-overiew-dietary-supplements-cameron-s-;19-01-2018;By Cameron Wasson, MSc;https://media-exp1.licdn.com/dms/image/C5612AQFOH5FhcO0gGQ/article-cover_image-shrink_180_320/0/1524108216024?e=1633564800&v=beta&t=axf5g75EuHQghlabd5jbb_lhkcJTlx4Ai3-YdijWeXk
cwasson;2;;https://www.linkedin.com/pulse/regulatory-implications-naming-biologics-biosimilars-cameron-s-;03-01-2018;By Cameron Wasson, MSc;https://media-exp1.licdn.com/dms/image/C4E12AQHaqBk2nA6Ugw/article-cover_image-shrink_180_320/0/1522762807013?e=1633564800&v=beta&t=t1qJ8HfrnLtNJs31uYLVr5IyulnUVuegehPIFPWuJiQ
joseph-tito-15692315;1;;https://www.linkedin.com/pulse/arabia-motors-now-available-netflix-joseph-tito;29-01-2018;By Joseph Tito;https://media-exp1.licdn.com/dms/image/C4D12AQFGzrABvVJjpw/article-cover_image-shrink_600_2000/0/1520141034408?e=1632960000&v=beta&t=grkGtqu2ldSVQtW9qOxcHcYIyM1wvD1LDm33YwWQJ_g
nataliermt;1;;https://www.linkedin.com/pulse/locumpermanent-rmt-needed-natalie-lawson;28-01-2015;By Natalie MacLeod;https://media-exp1.licdn.com/dms/image/C5612AQG5WfZ8hpF7mw/article-cover_image-shrink_180_320/0/1520194889461?e=1633564800&v=beta&t=Bsgnz2Y8QfLHj1BkW3PdPnXiawgzrUPRrev2q0M70wY
gregtooke;1;01;https://www.linkedin.com/pulse/1st-benefit-company-canada-greg-tooke;18-01-2020;By Greg Tooke;https://media-exp1.licdn.com/dms/image/C5612AQEJQubf5sjpuQ/article-cover_image-shrink_180_320/0/1597611471426?e=1634169600&v=beta&t=eYCR8su_YAR5BROsFsXb4C1fgsbLjZQjN6p1Zr_2qoQ
gregtooke;2;;https://www.linkedin.com/pulse/resist-kindness-greg-tooke;23-01-2020;By Greg Tooke;https://media-exp1.licdn.com/dms/image/C5612AQG3mQDOQOM7WQ/article-cover_image-shrink_180_320/0/1587584281767?e=1634169600&v=beta&t=d8SyEaqE6DNMTD-txYiX9ag26a7Kd5HV02YmToK1HKM
gregtooke;3;;https://www.linkedin.com/pulse/connecting-people-purpose-greg-tooke;20-01-2019;By Greg Tooke;https://media-exp1.licdn.com/dms/image/C5612AQEo4U_0bmQS0A/article-inline_image-shrink_400_744/0/1565108707712?e=1634169600&v=beta&t=QMmZFWINHmMg_ObRFF0WXO3wIZuiHnS58Wz53nYQrtI
gregsonelliott;1;;https://www.linkedin.com/pulse/tell-your-boss-how-you-really-feel-opencompany-culture-greg-elliott;23-01-2016;By Greg Elliott;https://media-exp1.licdn.com/dms/image/C4E12AQEERrOBSXOrPQ/article-cover_image-shrink_180_320/0/1520108360444?e=1634169600&v=beta&t=m-SQFiLzg7wuwVIaR7cNW4-CY0QE3axoqNH8KA1b5Ok
harsh-singh-82017286;1;;https://www.linkedin.com/pulse/what-you-choose-matters-harsh-singh;06-01-2015;By Harsh Singh;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_7.jpg
harsh-singh-82017286;2;;https://www.linkedin.com/pulse/20140718173506-304968984-remove-the-known;18-01-2014;By Harsh Singh;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_15.jpg
pratik-vyas-4376a250;1;;https://www.linkedin.com/pulse/back-pain-pratik-vyas;02-01-2016;By Pratik Vyas;https://media-exp1.licdn.com/dms/image/C5112AQFK2wDO8Cv7ZQ/article-cover_image-shrink_180_320/0/1520129411733?e=1633564800&v=beta&t=1_QXWhDPaeFuMRjQjVeGjqhH6FPgkrrFMXYFEhN6BWY
cwangde;1;18;https://www.linkedin.com/pulse/lightening-talk-ibm-innovation-forum-october-18th-charlotte-wang;16-01-2018;By Charlotte Wang;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_15.jpg
cwangde;2;;https://www.linkedin.com/pulse/managing-hair-ball-your-hybrid-cloud-ecosystem-charlotte-wang;11-01-2018;By Charlotte Wang;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_3.jpg
cwangde;3;2018;https://www.linkedin.com/pulse/ibm-wins-2018-catalyst-award-charlotte-wang;18-01-2018;By Charlotte Wang;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_13.jpg
sharon-mayne-devine-74917538;1;;https://www.linkedin.com/pulse/make-difference-sharon-mayne-devine;11-01-2015;By Sharon Mayne Devine;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_9.jpg
cwcartwright;1;;https://www.linkedin.com/pulse/carbon-tax-free-zone-chris-cartwright;03-01-2016;By Chris Cartwright;https://media-exp1.licdn.com/dms/image/C5612AQGv7ST9F_A75w/article-inline_image-shrink_1000_1488/0/1520232568729?e=1633564800&v=beta&t=MLFIAhDPIRXUiI-GhRLG4lf2vzfB2E332GLY86eww7A
cwcartwright;2;;https://www.linkedin.com/pulse/bystander-intervention-chris-cartwright;20-01-2016;By Chris Cartwright;https://media-exp1.licdn.com/dms/image/C5612AQGemHJFjIHEQw/article-cover_image-shrink_600_2000/0/1520078410642?e=1633564800&v=beta&t=x6tOSTWPT2QotnZgr0V21ULurWG6GY__RaRGwwdLCes
cwcartwright;3;1000-000;https://www.linkedin.com/pulse/kitkat-internet-brand-awareness-x1000000-chris-cartwright;05-01-2016;By Chris Cartwright;https://media-exp1.licdn.com/dms/image/C5612AQGAbpLGp0_BQg/article-inline_image-shrink_400_744/0/1520232799270?e=1633564800&v=beta&t=KCScIckXkaIZoAm2EmPix7Rl80kwOLBnT1WR1_mb6dg
clair-mann-b95a6729;1;;https://www.linkedin.com/pulse/confidence-vs-arrogance-counting-your-voice-clair-mann-1;15-01-2016;By Clair Mann;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_3.jpg
clair-mann-b95a6729;2;;https://www.linkedin.com/pulse/confidence-vs-arrogance-counting-your-voice-clair-mann;15-01-2016;By Clair Mann;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_18.jpg
hydelisa;1;2016;https://www.linkedin.com/pulse/2016-federal-budget-lisa-hyde;23-01-2016;By Lisa H.;https://media-exp1.licdn.com/dms/image/C5612AQGdsxfhmN2A2w/article-inline_image-shrink_400_744/0/1520184763365?e=1633564800&v=beta&t=YObeCBlKFus5tEprM3u8lFK5jj5Nb_sq2Ah_kR4NNUc
hydelisa;2;2016;https://www.linkedin.com/pulse/reduction-2016-ontario-budget-rd-tax-credit-lisa-hyde;26-01-2016;By Lisa H.;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
camosuncect;1;;https://www.linkedin.com/pulse/meet-our-instructor-margaret-wood-knowledge-is-power;15-01-2020;By Contract Training;https://media-exp1.licdn.com/dms/image/C5612AQG4xaC1sI3HHQ/article-cover_image-shrink_180_320/0/1592262849069?e=1632960000&v=beta&t=7PmLrrkmxYQl_qAtJX2YO3Gywv3moxi5srDLwmJ2JGI
camosuncect;2;;https://www.linkedin.com/pulse/meet-our-instructor-robert-wiersema-knowledge-is-power;05-01-2020;By Contract Training;https://media-exp1.licdn.com/dms/image/C5612AQEmTdUUjk6pXg/article-cover_image-shrink_180_320/0/1591312515121?e=1632960000&v=beta&t=pWwbdqpp40CAX6i5CWCXxZjUzUHXIgRxI7XZnzApWp4
camosuncect;3;;https://www.linkedin.com/pulse/meet-our-instructor-niki-campbell-knowledge-is-power;01-01-2020;By Contract Training;https://media-exp1.licdn.com/dms/image/C5612AQFGt9jKOxQgpQ/article-cover_image-shrink_180_320/0/1591039322352?e=1632960000&v=beta&t=Z3Mu7TIR-vpuSKLrHU6yaJYmaigGy3FiDJCtRClYOnA
jeta-vojkollari-6398751a;1;;https://www.linkedin.com/pulse/its-your-life-jeta-vojkollari;22-01-2020;By Jeta Vojkollari;https://media-exp1.licdn.com/dms/image/C5612AQHRx1_Jw5caHg/article-cover_image-shrink_180_320/0/1528124191830?e=1632960000&v=beta&t=2rHp8SbtTCJBSi1ARM_fw5RXcnr2xwFOr2x-hfX8fUA
jeta-vojkollari-6398751a;2;;https://www.linkedin.com/pulse/well-known-albanian-montreal-press-magazine-publishes-jeta-vojkollari;09-01-2018;By Jeta Vojkollari;https://media-exp1.licdn.com/dms/image/C4E12AQGdTOGJNXt-kw/article-cover_image-shrink_180_320/0/1528570226958?e=1632960000&v=beta&t=S_0HlhQ07MsTnmDj2RP23kKIw9KvKSWki9T35SgDcbU
jeta-vojkollari-6398751a;3;;https://www.linkedin.com/pulse/make-life-lessons-fun-a-new-book-jeta-vojkollari;28-05-2018;By Jeta Vojkollari;https://media-exp1.licdn.com/dms/image/C4E12AQEkx5-e7WoAHw/article-cover_image-shrink_423_752/0/1527532688067?e=1632960000&v=beta&t=5p1E8InwuB29XH-0_58DiHBMDaiveF11YV0jUTETKFI
dnolet;1;00-09-00-09;https://www.linkedin.com/pulse/lexemple-de-luniversit%%C3%%A9-berkeley-comment-le-qu%%C3%%A9bec-peut-david-nolet;17-01-2020;By David Nolet;https://media-exp1.licdn.com/dms/image/C5612AQFC1AqGWbJ3xQ/article-cover_image-shrink_180_320/0/1581958949910?e=1633564800&v=beta&t=ejNlc5Lr-aPARTutxIRHrtRXGS7p7SmmloGAANKuHOE
dnolet;2;;https://www.linkedin.com/pulse/satellites-strength-numbers-size-david-nolet;30-01-2019;By David Nolet;https://media-exp1.licdn.com/dms/image/C5612AQFWDV0HF6MAZQ/article-cover_image-shrink_180_320/0/1548865076608?e=1633564800&v=beta&t=ZWszTQXiX5IK27DnCQlNx21sfeDhsCkn8WdBT72zZRU
dnolet;3;;https://www.linkedin.com/pulse/satellites-pourquoi-le-nombre-fait-la-force-david-nolet;30-01-2019;By David Nolet;https://media-exp1.licdn.com/dms/image/C5612AQErEBfJaQ2PzA/article-cover_image-shrink_180_320/0/1548864928857?e=1633564800&v=beta&t=hi9o1TUUQd5WZbIMBLElRwUwZhaaXK2Xjt58iRdiMqo
brionhendry;1;02;https://www.linkedin.com/pulse/call-out-entrepreneurs-looking-next-investor-apply-today-brion-hendry;14-01-2016;By Brion Hendry;https://media-exp1.licdn.com/dms/image/C4E12AQEwPmVgARKLXg/article-inline_image-shrink_1000_1488/0/1520193569997?e=1633564800&v=beta&t=RIIJdqE9s-VVGamtzsdryNfxI7lESlb_7DEjSfc_rdo
peter-gill-1054585b;1;;https://www.linkedin.com/pulse/letter-caution-homeowners-hiring-new-contractor-peter-gill;27-01-2015;By Peter Gill;https://media-exp1.licdn.com/dms/image/C5612AQGWachdRVMHHg/article-cover_image-shrink_180_320/0/1520059890651?e=1633564800&v=beta&t=pacEGzhWHj3OEDDba-MbF1rBIaLeas-xsv6T0jhLh4Y
olivier-bernier-050b91a6;1;00-09;https://www.linkedin.com/pulse/producteurtrice-au-d%%C3%%A9veloppement-ip-olivier-bernier;16-01-2018;By Olivier Bernier;https://media-exp1.licdn.com/dms/image/C5612AQHZymNvd76ALw/article-cover_image-shrink_180_320/0/1542309387970?e=1632960000&v=beta&t=ts_YqSyvYnnq_jFkbaHzxKFDijKm-HJhQCpn217uvps
olivier-bernier-050b91a6;2;;https://www.linkedin.com/pulse/office-manager-responsable-de-studio-olivier-bernier;09-01-2018;By Olivier Bernier;https://media-exp1.licdn.com/dms/image/C5612AQEvl8826ChRKw/article-cover_image-shrink_180_320/0/1541703822567?e=1632960000&v=beta&t=Mq2mnGlN32S_Ln_dHMiEbgh2w3i7E2nCczav7DRuk5E
olivier-bernier-050b91a6;3;;https://www.linkedin.com/pulse/directeur-technique-td-olivier-bernier;08-01-2018;By Olivier Bernier;https://media-exp1.licdn.com/dms/image/C4D12AQGtJbtQz70qZQ/article-cover_image-shrink_180_320/0/1533761398083?e=1632960000&v=beta&t=Utx-CtE6iMkIw5gl9-48CHdA6i4AcJbAAfYNkde8SJ4
ansleysimpson;1;;https://www.linkedin.com/pulse/distracted-driving-deadly-consequences-ansley-simpson;04-05-2016;By Ansley Simpson;https://media-exp1.licdn.com/dms/image/C5612AQEMkAbOZBOFiw/article-inline_image-shrink_1000_1488/0/1520147184724?e=1632960000&v=beta&t=vtW40kFelzIY1SbWDLW-omVPaQk1V-KBNZ2Vs1l6Ey8
deanmills10;1;;https://www.linkedin.com/pulse/mystery-reverse-logistics-dean-mills;02-01-2021;By Dean Mills;https://media-exp1.licdn.com/dms/image/C5612AQG30kPBRh9fqw/article-cover_image-shrink_180_320/0/1614699236031?e=1633564800&v=beta&t=NPSVBwdVQw9nXyT9uMXJc-vugg4W5J_tLyLYZoBwcQI
deanmills10;2;;https://www.linkedin.com/pulse/when-diversifying-carriers-means-stability-dean-mills;22-01-2021;By Dean Mills;https://media-exp1.licdn.com/dms/image/C5612AQFT5stHK7zx0A/article-cover_image-shrink_180_320/0/1614012927660?e=1633564800&v=beta&t=1YCA3gpMIFvnsVnxqhTcZwJKdnsSp5mKAR4G-b4BQoI
deanmills10;3;;https://www.linkedin.com/pulse/how-peak-performers-make-happen-dean-mills;29-01-2020;By Dean Mills;https://media-exp1.licdn.com/dms/image/C5612AQFWraGqSFR8AQ/article-cover_image-shrink_600_2000/0/1603971831016?e=1633564800&v=beta&t=0LQJVLaTtKazxEM8QeUXAuBJ-KS8yeRs14NT5Pj_zec
norbert-pothier-912a285a;1;07;https://www.linkedin.com/pulse/acidcaustic-7-control-norbert-pothier;01-01-2016;By Norbert Pothier;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_11.jpg
norbert-pothier-912a285a;2;;https://www.linkedin.com/pulse/write-your-headline-norbert-pothier;10-01-2015;By Norbert Pothier;https://static-exp1.licdn.com/scds/common/u/img/pic/pic_pulse_stock_article_17.jpg
deanmcgrath;1;00-09-00-09;https://www.linkedin.com/pulse/le-cloud-vmware-de-projet-cirrus-puissance-et-dean-mcgrath;26-01-2016;By Dean McGrath;https://media-exp1.licdn.com/dms/image/C5112AQHTioxIWgRWPg/article-cover_image-shrink_600_2000/0/1520128562428?e=1632960000&v=beta&t=FzRYGfJH8qp9VdigrJDHiVMLvGfZMy_sr_3q2BixZSU
deanmcgrath;2;04-00-00-05;https://www.linkedin.com/pulse/drone-phantom-4-gratuit-%%C3%%A0-nos-5-prochains-clients-dean-mcgrath;10-05-2016;By Dean McGrath;https://media-exp1.licdn.com/dms/image/C5112AQEOSqTrGnhcqw/article-cover_image-shrink_600_2000/0/1520138287956?e=1632960000&v=beta&t=obro0-eg8NLV2c_MsOixm-dWCdX_kuXUNLIvnV9y_Pg
deborah-morrison-4467134;1;00-09-00-09-00-09;https://www.linkedin.com/pulse/cette-p%%C3%%A9riode-de-deuil-doit-%%C3%%A9galement-inclure-un-plus-morrison;31-05-2021;By Deborah Morrison;https://media-exp1.licdn.com/dms/image/C5612AQFbg2Q5ZJN4og/article-cover_image-shrink_180_320/0/1622504449374?e=1632960000&v=beta&t=0h9NYYu6WM8B9fBx6STkAty_SpxHbZmvTk5-bsVHJdA
deborah-morrison-4467134;2;;https://www.linkedin.com/pulse/time-healing-must-also-include-concrete-action-redress-morrison;31-05-2021;By Deborah Morrison;https://media-exp1.licdn.com/dms/image/C5612AQG24NI6sa7_rw/article-cover_image-shrink_180_320/0/1622502261662?e=1632960000&v=beta&t=bkQ-nH0EIbY43k2hEIs9T3FO-XdDK31GjvvwFhd9jm8
deborah-morrison-4467134;3;;https://www.linkedin.com/pulse/pand-epic-tour-canada-deborah-morrison;25-01-2021;By Deborah Morrison;https://media-exp1.licdn.com/dms/image/C5612AQE2s_Tk6ZOKJA/article-cover_image-shrink_180_320/0/1616697318935?e=1632960000&v=beta&t=GsRDr5fmT6G-uM49pKKoV8Gli80eL9fXkZ4Srl4t9vw
